,name,set_name,sdr,sir,isr,sar,baseline_sdr,baseline_sir,baseline_isr,baseline_sar
0,0,wsj0_train,6.026885244721595,11.018647548566197,13.109187259295858,6.600277127961096,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
1,0,wsj0_evaluation,2.675917569432382,7.230360431029994,9.331065490027449,4.662381046524953,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
2,0,timit_train,3.988813407830874,8.12811087750503,10.210778559259433,6.1618775849788365,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
3,0,timit_evaluation,4.322552815926109,8.377593862049785,10.477185218507806,6.527376595865971,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
4,0,tedlium_train,1.4928306645115226,4.176918404768445,8.504236789056176,3.55899619804994,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
5,0,tedlium_evaluation,1.270772912223691,3.7174468268370413,7.909632878475958,3.393037848175625,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
6,1a,wsj0_train,8.590820193930917,14.768105020473108,15.972226284198193,8.871337710866037,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
7,1a,wsj0_evaluation,3.5978293612221104,8.527279391830923,10.408927938661781,4.931963230833749,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
8,1a,timit_train,7.502434172663447,12.703785461418475,13.742723432501789,8.504891174576391,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
9,1a,timit_evaluation,7.34183636273191,12.345909869848759,13.352507745290877,8.692531774643829,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
10,1a,tedlium_train,2.5856162042653494,5.959951281006754,9.549074800185547,4.041175906910568,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
11,1a,tedlium_evaluation,2.660460037697056,5.504569552227562,8.83959359216471,3.9633292195274477,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
12,1c,wsj0_train,1.293988674870908,2.2093383789749383,8.454060323483372,8.471633617874039,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
13,1c,wsj0_evaluation,1.427512803271851,1.9923286520006998,7.9459313496825965,8.781759679020452,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
14,1c,timit_train,0.38103568848236874,1.9171764403543812,7.283071562390497,9.22038981756143,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
15,1c,timit_evaluation,0.7352781083213568,2.087448592914871,7.501109960802619,9.50188130926502,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
16,1c,tedlium_train,0.7430592985712758,0.46073435713392696,7.580036256218291,7.931094923597522,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
17,1c,tedlium_evaluation,0.3512706411371105,0.8883470434907824,7.348824314901087,8.273315077196445,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
18,1d,wsj0_train,7.88641845914771,14.265776308371755,15.535443308387501,8.435930626768725,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
19,1d,wsj0_evaluation,2.5475157335948087,7.075635549841049,9.356364707344092,4.223970215765925,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
20,1d,timit_train,8.831620114068855,14.513733202215947,15.223319510320227,9.718982466921808,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
21,1d,timit_evaluation,8.888874308520707,14.763117312324557,15.207086584584811,10.085160336350913,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
22,1d,tedlium_train,2.304617182297635,4.775241971140974,8.992213157335975,3.7894753402331243,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
23,1d,tedlium_evaluation,2.4495755852102428,4.729267990526213,8.669778313966479,3.824296321326277,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
24,1e,wsj0_train,4.573866937877907,9.789710826325082,12.017804698797109,5.828976101929965,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
25,1e,wsj0_evaluation,2.9269910089230597,7.356281073888349,9.474230368575776,4.819545279928857,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
26,1e,timit_train,6.116206315901633,11.366557516082445,12.603933202287369,7.32460607013432,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
27,1e,timit_evaluation,5.69327316546805,10.767485291035623,12.011370752813196,7.607305620803495,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
28,1e,tedlium_train,0.8104877246621647,3.461606418110441,7.6861240803408135,3.3409773612626656,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
29,1e,tedlium_evaluation,1.1730340362021454,3.448999020070665,7.433175477996994,3.350683265699191,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
30,1f,wsj0_train,1.5725739882438499,2.5437147767385344,9.024563601415469,8.586134463636458,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
