,name,set_name,sdr,sir,isr,sar,baseline_sdr,baseline_sir,baseline_isr,baseline_sar
31,1f,wsj0_evaluation,1.0848515406248362,3.4234003063256555,7.923328779356002,9.876924855465864,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
32,1f,timit_train,0.6927170597440389,1.778130626923886,8.046154481932899,10.342533585583455,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
33,1f,timit_evaluation,1.294585015026827,1.9984398911453853,8.32736032977213,10.620772516637537,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
34,1f,tedlium_train,1.0682702259607195,0.774178043880793,7.221611024182693,7.904057168341185,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
35,1f,tedlium_evaluation,0.6792840148289053,0.9274686982052972,7.141075566280235,7.931062213999846,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
36,1g,wsj0_train,4.433692012825049,7.858998383528092,10.90883478338788,5.402215257996744,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
37,1g,wsj0_evaluation,2.4907491003507176,5.798950553106385,8.786305141153012,4.114884460814938,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
38,1g,timit_train,3.737308303342366,7.295851989416458,10.059049981942405,6.40889781786992,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
39,1g,timit_evaluation,3.5049096800636272,7.292964546078676,10.04735810325466,7.09900002044634,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
40,1g,tedlium_train,5.366864811998913,9.002589851155442,11.820865927527116,5.489424386083805,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
41,1g,tedlium_evaluation,4.670175292006142,7.971172150538423,10.631208674568745,4.825625356670546,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
42,1h,wsj0_train,1.9633548830952023,3.3813486714099805,8.857671668233117,5.629075643141094,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
43,1h,wsj0_evaluation,1.5225132047945307,4.41542498718494,8.423048941293105,5.4023853903302985,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
44,1h,timit_train,1.1863959339718297,4.100445241836879,8.215032312371873,6.9496034475821284,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
45,1h,timit_evaluation,1.5038133883319873,4.380504715417799,8.470606469686034,8.318408766324238,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
46,1h,tedlium_train,1.631325055492435,3.8278292922449153,8.018824090973002,3.061882874148381,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
47,1h,tedlium_evaluation,1.2823916525601424,3.4310953718653274,7.6109344079576955,3.1027131876956253,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
48,1i,wsj0_train,2.363343122063286,3.2514473870322043,10.436348503811653,7.901743720705176,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
49,1i,wsj0_evaluation,1.743940542136249,2.4819481795327034,9.22807501300493,8.972673085744976,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
50,1i,timit_train,1.3470618816856097,2.4706746168208285,9.123409869996397,9.465021384671571,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
51,1i,timit_evaluation,2.0295457463135316,2.8116848947710618,9.538342098186346,9.595553520633715,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
52,1i,tedlium_train,1.3990760257828125,0.29026749326585166,9.22841596569661,8.832247612706677,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
53,1i,tedlium_evaluation,0.4772540688635382,0.3567319992363408,8.662070457681155,9.19039317960347,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
54,2a,wsj0_train,1.6015431172408818,2.3223931073144213,8.365188026443477,8.806524907993225,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
55,2a,wsj0_evaluation,-0.11594660652164589,2.578848484643709,6.13777968775792,8.461129797756566,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
56,2a,timit_train,1.3497466728323542,2.4663245187490825,7.763567557627676,9.759530337042998,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
57,2a,timit_evaluation,1.353981279308205,2.359061280963995,7.836670813856147,9.901671467753104,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
58,2a,tedlium_train,0.3495808759866072,0.946043814440727,8.120049382972836,8.5347686864762,8.881784197001253e-18,0.1064476030904461,19.253321683311032,242.77197821387847
59,2a,tedlium_evaluation,0.3595232143696505,1.2847770129606226,8.431294219637989,9.374621768496002,1.7763568394002505e-17,0.04925124807624415,19.21598686503478,244.8392877083348
60,2b,wsj0_train,4.416816036381855,8.964409608120718,11.63340103702642,5.495506948011984,3.411521332097323e-10,0.24483959773637484,18.58143012747895,151.88597876017894
61,2b,wsj0_evaluation,1.6763563574753355,5.422524637233664,8.405901447013557,3.4758764050687683,3.6865822172771346e-10,0.4847581960395664,17.57101029792322,151.77897188783973
62,2b,timit_train,3.1093415366525026,6.879195354908623,9.537040602019774,5.291423875832281,1.076548992173798e-09,0.32523992320696343,16.339949202269942,152.03688064577037
63,2b,timit_evaluation,3.2187030480017347,6.933350617852543,9.53113766590853,5.498889411437598,5.887976106677684e-10,0.4451642263852994,16.294309967515925,152.06966659846415
